Company Name,Ticker,NSE Symbol,Market Cap
Orient Electric Ltd.,ORIENTELEC.NS,NSE:ORIENTELEC,Micro Cap
Orissa Min Dev Co Ltd.,ORISSAMINE.NS,NSE:ORISSAMINE,Micro Cap
PG Electroplast Ltd.,PGEL.NS,NSE:PGEL,Micro Cap
PTC India Ltd.,PTC.NS,NSE:PTC,Micro Cap
Paisalo Digital Ltd.,PAISALO.NS,NSE:PAISALO,Micro Cap
Paradeep Phosphates Ltd.,PARADEEP.NS,NSE:PARADEEP,Micro Cap
Paras Defence and Space Technologies Ltd.,PARAS.NS,NSE:PARAS,Micro Cap
Patel Engineering Ltd.,PATELENG.NS,NSE:PATELENG,Micro Cap
Polyplex Corporation Ltd.,POLYPLEX.NS,NSE:POLYPLEX,Micro Cap
Power Mech Projects Ltd.,POWERMECH.NS,NSE:POWERMECH,Micro Cap
Pricol Ltd.,PRICOLLTD.NS,NSE:PRICOLLTD,Micro Cap
Prince Pipes and Fittings Ltd.,PRINCEPIPE.NS,NSE:PRINCEPIPE,Micro Cap
Procter & Gamble Health Ltd.,PGHL.NS,NSE:PGHL,Micro Cap
Prudent Corporate Advisory Services Ltd.,PRUDENT.NS,NSE:PRUDENT,Micro Cap
Puravankara Ltd.,PURVA.NS,NSE:PURVA,Micro Cap
Rain Industries Ltd,RAIN.NS,NSE:RAIN,Micro Cap
Rallis India Ltd.,RALLIS.NS,NSE:RALLIS,Micro Cap
Ramky Infra Ltd.,RAMKY.NS,NSE:RAMKY,Micro Cap
Rategain Travel Technologies Ltd.,RATEGAIN.NS,NSE:RATEGAIN,Micro Cap
Redtape Ltd.,REDTAPE.NS,NSE:REDTAPE,Micro Cap
Reliance Infrastructure Ltd.,RELINFRA.NS,NSE:RELINFRA,Micro Cap
Religare Enterprises Ltd.,RELIGARE.NS,NSE:RELIGARE,Micro Cap
Responsive Industries Ltd.,RESPONIND.NS,NSE:RESPONIND,Micro Cap
Restaurant Brands Asia Ltd.,RBA.NS,NSE:RBA,Micro Cap
Rolex Rings Ltd.,ROLEXRINGS.NS,NSE:ROLEXRINGS,Micro Cap
Rossari Biotech Ltd.,ROSSARI.NS,NSE:ROSSARI,Micro Cap
Safari Industries (India) Ltd.,SAFARI.NS,NSE:SAFARI,Micro Cap
Sai Silks (Kalamandir) Ltd.,KALAMANDIR.NS,NSE:KALAMANDIR,Micro Cap
Samhi Hotels Ltd.,SAMHI.NS,NSE:SAMHI,Micro Cap
Sandur Manganese & Iron Ores Ltd.,SANDUMA.NS,NSE:SANDUMA,Micro Cap
Sanghi Industries Ltd.,SANGHIIND.NS,NSE:SANGHIIND,Micro Cap
Sanghvi Movers Ltd.,SANGHVIMOV.NS,NSE:SANGHVIMOV,Micro Cap
Sansera Engineering Ltd.,SANSERA.NS,NSE:SANSERA,Micro Cap
Sarda Energy and Minerals Ltd.,SARDAEN.NS,NSE:SARDAEN,Micro Cap
Senco Gold Ltd.,SENCO.NS,NSE:SENCO,Micro Cap
Sequent Scientific Ltd.,SEQUENT.NS,NSE:SEQUENT,Micro Cap
Sharda Motor Industries Ltd.,SHARDAMOTR.NS,NSE:SHARDAMOTR,Micro Cap
Share India Securities Ltd.,SHAREINDIA.NS,NSE:SHAREINDIA,Micro Cap
Sheela Foam Ltd.,SFL.NS,NSE:SFL,Micro Cap
Shilpa Medicare Ltd.,SHILPAMED.NS,NSE:SHILPAMED,Micro Cap
Shivalik Bimetal Controls Ltd.,SBCL.NS,NSE:SBCL,Micro Cap
Shriram Pistons & Rings Ltd.,SHRIPISTON.NS,NSE:SHRIPISTON,Micro Cap
Sindhu Trade Links Ltd.,SINDHUTRAD.NS,NSE:SINDHUTRAD,Micro Cap
South Indian Bank Ltd.,SOUTHBANK.NS,NSE:SOUTHBANK,Micro Cap
Spandana Sphoorty Financial Ltd.,SPANDANA.NS,NSE:SPANDANA,Micro Cap
Star Cement Ltd.,STARCEMENT.NS,NSE:STARCEMENT,Micro Cap
Steel Strips Wheels Ltd.,SSWL.NS,NSE:SSWL,Micro Cap
Sterlite Technologies Ltd.,STLTECH.NS,NSE:STLTECH,Micro Cap
Strides Pharma Science Ltd.,STAR.NS,NSE:STAR,Micro Cap
Stylam Industries Ltd.,STYLAMIND.NS,NSE:STYLAMIND,Micro Cap
Subros Ltd.,SUBROS.NS,NSE:SUBROS,Micro Cap
Sudarshan Chemical Industries Ltd.,SUDARSCHEM.NS,NSE:SUDARSCHEM,Micro Cap
Sula Vineyards Ltd.,SULA.NS,NSE:SULA,Micro Cap
Sunflag Iron & Steel Company Ltd.,SUNFLAG.NS,NSE:SUNFLAG,Micro Cap
Sunteck Realty Ltd.,SUNTECK.NS,NSE:SUNTECK,Micro Cap
Suprajit Engineering Ltd.,SUPRAJIT.NS,NSE:SUPRAJIT,Micro Cap
Supreme Petrochem Ltd.,SPLPETRO.NS,NSE:SPLPETRO,Micro Cap
Supriya Lifescience Ltd.,SUPRIYA.NS,NSE:SUPRIYA,Micro Cap
Surya Roshni Ltd.,SURYAROSNI.NS,NSE:SURYAROSNI,Micro Cap
Symphony Ltd.,SYMPHONY.NS,NSE:SYMPHONY,Micro Cap
TARC Ltd.,TARC.NS,NSE:TARC,Micro Cap
TCI Express Ltd.,TCIEXP.NS,NSE:TCIEXP,Micro Cap
TD Power Systems Ltd.,TDPOWERSYS.NS,NSE:TDPOWERSYS,Micro Cap
Teamlease Services Ltd.,TEAMLEASE.NS,NSE:TEAMLEASE,Micro Cap
Technocraft Industries (India) Ltd.,TIIL.NS,NSE:TIIL,Micro Cap
Tega Industries Ltd.,TEGA.NS,NSE:TEGA,Micro Cap
Texmaco Rail & Eng. Ltd.,TEXRAIL.NS,NSE:TEXRAIL,Micro Cap
Thirumalai Chemicals Ltd.,TIRUMALCHM.NS,NSE:TIRUMALCHM,Micro Cap
Thomas Cook (India) Ltd.,THOMASCOOK.NS,NSE:THOMASCOOK,Micro Cap
Tilaknagar Industries Ltd.,TI.NS,NSE:TI,Micro Cap
Time Technoplast Ltd.,TIMETECHNO.NS,NSE:TIMETECHNO,Micro Cap
Tips Music Ltd.,TIPSMUSIC.NS,NSE:TIPSMUSIC,Micro Cap
Utkarsh Small Finance Bank Ltd.,UTKARSHBNK.NS,NSE:UTKARSHBNK,Micro Cap
V-Mart Retail Ltd.,VMART.NS,NSE:VMART,Micro Cap
VST Industries Ltd.,VSTIND.NS,NSE:VSTIND,Micro Cap
Va Tech Wabag Ltd.,WABAG.NS,NSE:WABAG,Micro Cap
Vaibhav Global Ltd.,VAIBHAVGBL.NS,NSE:VAIBHAVGBL,Micro Cap
Veedol Corporation Ltd.,VEEDOL.NS,NSE:VEEDOL,Micro Cap
Venky's (India) Ltd.,VENKEYS.NS,NSE:VENKEYS,Micro Cap
Venus Pipes & Tubes Ltd.,VENUSPIPES.NS,NSE:VENUSPIPES,Micro Cap
Vesuvius India Ltd.,VESUVIUS.NS,NSE:VESUVIUS,Micro Cap
Voltamp Transformers Ltd,VOLTAMP.NS,NSE:VOLTAMP,Micro Cap
Welspun Enterprises Ltd.,WELENT.NS,NSE:WELENT,Micro Cap
West Coast Paper Mills Ltd.,WSTCSTPAPR.NS,NSE:WSTCSTPAPR,Micro Cap
Wockhardt Ltd.,WOCKPHARMA.NS,NSE:WOCKPHARMA,Micro Cap
Wonderla Holidays Ltd.,WONDERLA.NS,NSE:WONDERLA,Micro Cap
Yatharth Hospital & Trauma Care Services Ltd.,YATHARTH.NS,NSE:YATHARTH,Micro Cap
Zen Technologies Ltd.,ZENTEC.NS,NSE:ZENTEC,Micro Cap
Zydus Wellness Ltd.,ZYDUSWELL.NS,NSE:ZYDUSWELL,Micro Cap
eMudhra Ltd.,EMUDHRA.NS,NSE:EMUDHRA,Micro Cap
